AG-BlendProperty1,AG-BlendProperty2,AG-BlendProperty3,AG-BlendProperty4,AG-BlendProperty5,AG-BlendProperty6,AG-BlendProperty7,AG-BlendProperty8,AG-BlendProperty9,AG-BlendProperty10
0.49017012119293213,0.6223046183586121,0.3450391888618469,-1.2693257331848145,1.5404856204986572,1.387243390083313,0.338106244802475,0.17697086930274963,0.4628722369670868,-0.7566367387771606
-1.2766002416610718,-1.4887638092041016,-0.3096812069416046,-1.4002349376678467,0.13825738430023193,-1.138028860092163,-0.3382595181465149,-1.3815321922302246,-1.1852121353149414,-0.5068359971046448
1.7853587865829468,0.4326912462711334,0.49560070037841797,1.3787684440612793,-0.43142977356910706,1.1496869325637817,0.5023953318595886,1.0668516159057617,0.6434327960014343,1.9808295965194702
-0.09198152273893356,0.5052043795585632,-1.937129259109497,-0.09942962229251862,-0.1686982810497284,-0.19552980363368988,-1.881929636001587,0.2509040832519531,-0.4359051585197449,-1.5383970737457275
-0.11488091200590134,-1.1728384494781494,0.3175749182701111,-1.8018542528152466,-0.473293662071228,-0.5412291884422302,0.26696646213531494,-0.22360073029994965,0.2732391059398651,0.7313125133514404
-1.509265661239624,-1.9288018941879272,0.343185156583786,-1.2585927248001099,1.5776177644729614,1.1370022296905518,0.2921611964702606,-0.26931101083755493,0.17768286168575287,0.43972843885421753
0.82185298204422,1.9655300378799438,1.2289996147155762,1.404606819152832,1.1770124435424805,1.2706108093261719,1.227325201034546,1.990842580795288,0.14596347510814667,1.0532342195510864
1.7873483896255493,0.4245474934577942,1.070108413696289,2.777216911315918,-1.354158878326416,2.099990129470825,1.07209312915802,1.4931156635284424,0.8562074899673462,1.2934815883636475
0.032281726598739624,-0.6324514746665955,0.28745773434638977,0.023681165650486946,-0.5795689821243286,0.28969836235046387,0.2188791036605835,-0.06846445798873901,0.12354397773742676,-0.19215881824493408
0.15588383376598358,0.3089941143989563,0.1293129026889801,1.431082844734192,-0.0786132887005806,-0.6919646859169006,0.10525219142436981,0.5606973171234131,-0.6340563893318176,-1.3230233192443848
-0.6377120614051819,-2.020172119140625,1.1039499044418335,-0.8748332262039185,1.0592002868652344,-0.6040215492248535,1.070003867149353,-0.37114217877388,-0.16860157251358032,0.5211355686187744
-0.5367195010185242,0.7747939825057983,0.6723050475120544,-1.4084842205047607,2.3798410892486572,-1.1758203506469727,0.7408926486968994,-0.05024136230349541,-0.5205593109130859,0.7395535111427307
0.02469334937632084,0.1699027270078659,-0.18965527415275574,0.8313236236572266,0.4331447184085846,-0.7196133136749268,-0.21928146481513977,0.08459755033254623,-0.8005096912384033,-0.3217301666736603
1.0781856775283813,-0.3922058045864105,-0.2496081292629242,0.9633590579032898,-0.7025639414787292,-0.13403992354869843,-0.2340773046016693,0.19265475869178772,1.398261308670044,-0.2783034145832062
